PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
18467,"Anthony Duclair",3800,W,NYI,BUF,8405110,743259,1,2,,0.2621,0.347,1.742,0.5001,0,0,0,0,0.0562,0.1017,0.6091,0.1579,7.61,2,7.3,10.42,1,0.05,16.95,0,,18467,0.575,5.57,16,156,2135,30344,1
36584,"Clayton Keller",7000,W,UTA,NSH,8405160,920216,1,1,,0.4016,0.6552,2.6652,0.4066,0,0,0,0,0.1188,0.2431,1.0568,0.3619,12.05,1.72,9.61,13.94,2,2.09,24.35,0,,36584,0.307,8.44,19.1,183,2005,32089,0
4200188,"Nick Blankenburg",2800,D,NSH,UTA,8405160,1382727,3,2,,0.0821,0.2914,1.2161,1.0919,0,0,0,0,0.0261,0.0906,0.3735,0.1167,5.9,2.11,5.67,8.11,3,0.03,13.16,0,,4200188,1.038,4.54,17.5,173,1959,184512,1
14246,"Casey Cizikas",2500,C,NYI,BUF,8405110,521884,4,,,0.1098,0.1257,0.9229,0.5886,0,0,0,0,0,0,0.2355,0,3.96,1.58,4.99,7.03,4,0,10.35,0,,14246,1.785,3.57,11.1,156,2135,30928,1
1394916,"Noah Ostlund",3100,C,BUF,NYI,8405110,1394916,3,1,,0.1974,0.3005,1.38,0.4918,0,0,0,0,0.0512,0.0939,0.4979,0.1451,6.18,1.99,6.24,9.02,5,0,14.17,0,,1394916,0.409,4.54,14.7,161,2004,204710,0
31735,"Bo Horvat",7600,C,NYI,BUF,8405110,741412,2,1,,0.4081,0.4535,2.9047,0.4496,0,0,0,0,0.0904,0.1199,0.8616,0.2103,11.56,1.52,9.13,12.99,6,2.1,23.25,0,,31735,0.938,8.19,18.7,156,2135,31049,1
35781,"Mikhail Sergachev",5600,D,UTA,NSH,8405160,920218,1,1,,0.1364,0.5602,1.9056,1.8247,0,0,0,0,0.0662,0.2487,0.6966,0.3149,10.37,1.85,7.08,10.39,7,3.04,19.43,0,,35781,0.908,7.4,23.8,183,2005,31482,0
36587,"Tyson Jost",2500,W,NSH,UTA,8405160,920219,4,,,0.0941,0.157,0.9909,0.3687,0,0,0,0,0,0,0.2511,0,3.72,1.49,4.96,7.01,8,0,10.07,0,,36587,1.058,3.08,11.1,173,1959,32100,1
14207,"Steven Stamkos",5100,W,NSH,UTA,8405160,456624,2,1,,0.391,0.3987,2.1343,0.4421,0,0,0,0,0.1471,0.1598,0.7897,0.3069,9.66,1.89,8.72,12.45,9,0.63,20.82,0,,14207,0.9,7.12,16.9,173,1959,30516,1
2296308,"Justin Barron",2500,D,NSH,UTA,8405160,1248092,3,,,0.0475,0.1625,0.738,1.0614,0,0,0,0,0,0,0.21,0,4.15,1.66,4.74,6.74,10,0,10.22,0,,2296308,1.02,3.24,14.7,173,1959,158708,1
18503,"Jonathan Drouin",2900,W,NYI,BUF,8405110,741406,2,1,,0.1376,0.4188,1.3919,0.333,0,0,0,0,0.0351,0.1277,0.5564,0.1628,6.04,2.08,6.08,8.92,11,0,13.82,0,,18503,0.466,4.54,15.6,156,2135,30507,1
34482,"Juuse Saros",7500,G,NSH,UTA,8405160,744805,,,C,0,0,0,0,0.495,24.2679,3.1612,0.0485,0,0,0,0,10.33,1.38,8.6,10.87,12,1.42,21.34,0,,34482,0,8.05,,173,1959,29995,1
17281,"Jason Zucker",4700,W,BUF,NYI,8405110,554508,2,1,,0.2901,0.355,1.9942,0.3005,0,0,0,0,0.0845,0.1141,0.6451,0.1986,8.01,1.7,7.37,10.47,13,0.37,17.44,0,,17281,1.13,6.12,15.9,161,2004,30296,0
2299315,"Luke Evangelista",4600,W,NSH,UTA,8405160,1248153,1,1,,0.2303,0.5008,2.1862,0.2925,0,0,0,0,0.0742,0.1909,0.7311,0.2651,8.58,1.87,7.41,10.72,14,0.9,18.06,0,,2299315,0.493,6.24,17.5,173,1959,158651,1
2295850,"Jack Quinn",3600,W,BUF,NYI,8405110,1248076,2,2,,0.2443,0.3337,1.9899,0.3934,0,0,0,0,0.0329,0.0544,0.578,0.0873,7.65,2.13,6.9,9.82,15,0.5,16.48,0,,2295850,0.685,5.57,15.4,161,2004,158556,0
2296552,"Ozzy Wiesblatt",2500,W,NSH,UTA,8405160,1248098,4,,,0.0716,0.1165,0.6682,0.4045,0,0,0,0,0,0,0.1881,0,2.89,1.16,4.42,6.28,16,0,8.55,0,,2296552,1.669,2.8,10.4,173,1959,158722,1
2299078,"Emil Heineman",4300,W,NYI,BUF,8405110,1248154,2,2,,0.2961,0.2561,2.0804,0.5592,0,0,0,0,0.0632,0.0637,0.5522,0.1269,8.12,1.89,7.2,10.16,17,0.66,17.34,0,,2299078,3.057,7.03,16.7,156,2135,158640,1
10148334,"Max Shabanov",2600,W,NYI,BUF,8405110,1349311,3,,,0.1217,0.2075,1.1186,0.3103,0,0,0,0,0,0,0.3292,0,4.32,1.66,5.32,7.61,18,0,11.13,0,,10148334,0.725,3.35,11.1,156,2135,624202,1
